"","Transitions","subsetDeff","subsetDgeo","Key"
"NO->PT",0,5.1172,3346.9379,"NO->PT"
"NP->PT",0,7.8189,9066.6278,"NP->PT"
"NZ->PT",0,7.9356,19129.8865,"NZ->PT"
"PE->PT",0,6.3424,8092.7646,"PE->PT"
"PH->PT",0,8.5411,13164.1518,"PH->PT"
"PY->PT",0,4.8594,8239.8287,"PY->PT"
"RO->PT",0,5.9041,3414.8835,"RO->PT"
"RS->PT",0,5.8628,3128.4989,"RS->PT"
"SE->PT",0,5.2365,3364.002,"SE->PT"
"SG->PT",0,6.3635,12490.0732,"SG->PT"
"TH->PT",0,6.7631,11307.295,"TH->PT"
"TW->PT",0,7.9716,11797.8327,"TW->PT"
"UA->PT",0,5.379,4002.2713,"UA->PT"
"US->PT",0,4.5838,6764.1901,"US->PT"
"UY->PT",0,5.2986,9047.1546,"UY->PT"
"VE->PT",0,4.8412,5882.9733,"VE->PT"
"VN->PT",0,7.419,11678.5349,"VN->PT"
"AL->PY",0,7.7909,10854.7426,"AL->PY"
"AR->PY",0,2.1343,1638.8784,"AR->PY"
"AT->PY",1,7.7664,10790.3754,"AT->PY"
"AU->PY",0,7.852,13706.404,"AU->PY"
"BD->PY",0,10.7208,16871.0269,"BD->PY"
"BG->PY",0,7.9889,11409.408,"BG->PY"
"BO->PY",0,2.3161,1242.2065,"BO->PY"
"BR->PY",0,1.8442,1497.6375,"BR->PY"
"BY->PY",0,8.3845,11971.1818,"BY->PY"
"CA->PY",0,5.6919,9120.9968,"CA->PY"
"CH->PY",0,7.2861,10343.0116,"CH->PY"
"CL->PY",0,3.3205,1561.3134,"CL->PY"
"CN->PY",0,8.5131,18777.094,"CN->PY"
"CO->PY",0,6.0967,4161.6685,"CO->PY"
"DE->PY",0,5.5964,10721.1521,"DE->PY"
"DK->PY",0,8.5746,11062.7383,"DK->PY"
"EC->PY",0,6.5132,3491.5208,"EC->PY"
"ES->PY",0,5.2847,8921.707,"ES->PY"
"FI->PY",0,8.4517,12099.5466,"FI->PY"
"FJ->PY",0,7.1259,12388.6534,"FJ->PY"
"FR->PY",1,5.4117,9975.9677,"FR->PY"
"GB->PY",0,6.225,10191.507,"GB->PY"
"GF->PY",0,5.4547,3388.3685,"GF->PY"
"GR->PY",0,7.7629,11111.8193,"GR->PY"
"HK->PY",0,8.3359,19088.5943,"HK->PY"
"ID->PY",0,10.3044,16713.3283,"ID->PY"
"IN->PY",0,9.306,15609.5188,"IN->PY"
"IS->PY",0,6.7991,10378.6228,"IS->PY"
"IT->PY",0,6.1282,10368.7889,"IT->PY"
"JP->PY",0,6.7998,18288.6727,"JP->PY"
"KH->PY",0,11.4685,17646.4993,"KH->PY"
"KR->PY",0,7.668,18747.8655,"KR->PY"
"LA->PY",0,11.3606,17812.1668,"LA->PY"
"LK->PY",0,10.0586,15077.4276,"LK->PY"
"LV->PY",0,8.4392,11845.9367,"LV->PY"
"MD->PY",0,9.1818,11773.7939,"MD->PY"
"MM->PY",0,11.3025,17250.3558,"MM->PY"
"MY->PY",0,10.4764,17244.2907,"MY->PY"
"NL->PY",0,6.9581,10496.1131,"NL->PY"
"NO->PY",0,8.8815,11482.1187,"NO->PY"
"NP->PY",0,11.3074,16328.6278,"NP->PY"
"NZ->PY",0,7.458,10952.5379,"NZ->PY"
"PE->PY",0,5.1169,2506.3473,"PE->PY"
"PH->PY",0,8.2988,18364.9453,"PH->PY"
"PT->PY",0,4.8594,8239.8287,"PT->PY"
"RO->PY",0,8.4473,11379.9362,"RO->PY"
"RS->PY",0,8.5585,11039.1121,"RS->PY"
"SE->PY",0,8.5448,11584.3492,"SE->PY"
"SG->PY",0,10.0514,16706.0701,"SG->PY"
"TH->PY",0,9.7344,17374.0133,"TH->PY"
"TW->PY",0,7.7292,19768.7405,"TW->PY"
"UA->PY",0,8.8515,12034.5236,"UA->PY"
"US->PY",0,4.3414,8088.6045,"US->PY"
"UY->PY",0,3.5198,1090.1907,"UY->PY"
"VE->PY",0,6.3447,4040.036,"VE->PY"
"VN->PY",0,9.9076,18111.1249,"VN->PY"
"AL->RO",0,3.9818,578.7259,"AL->RO"
"AR->RO",0,6.7711,12911.4413,"AR->RO"
"AT->RO",1,3.4234,811.7176,"AT->RO"
"AU->RO",0,9.667,14371.7611,"AU->RO"
"BD->RO",0,8.4209,6401.6607,"BD->RO"
"BG->RO",0,4.8991,326.7495,"BG->RO"
"BO->RO",0,8.792,11370.9947,"BO->RO"
"BR->RO",1,6.6031,9887.6925,"BR->RO"
"BY->RO",0,5.7915,978.5694,"BY->RO"
"CA->RO",1,7.0888,8038.0536,"CA->RO"
"CH->RO",0,4.9853,1280.8834,"CH->RO"
"CL->RO",0,7.7459,12917.2402,"CL->RO"
"CN->RO",0,7.2289,7410.32,"CN->RO"
"CO->RO",0,7.4961,10138.3153,"CO->RO"
"DE->RO",0,3.0034,1245.7543,"DE->RO"
"DK->RO",0,5.9815,1546.0306,"DK->RO"
"EC->RO",0,7.3057,11191.0808,"EC->RO"
"ES->RO",0,4.0991,2544.005,"ES->RO"
"FI->RO",0,5.8587,1936.8961,"FI->RO"
"FJ->RO",0,8.9408,16066.3544,"FJ->RO"
"FR->RO",0,3.3441,1633.5923,"FR->RO"
"GB->RO",0,4.1334,2097.6211,"GB->RO"
"GF->RO",0,5.033,8589.5818,"GF->RO"
"GR->RO",0,3.8701,818.6459,"GR->RO"
"HK->RO",0,8.1275,8236.3068,"HK->RO"
"ID->RO",0,9.3661,10230.3159,"ID->RO"
"IN->RO",0,6.713,5700.5323,"IN->RO"
"IS->RO",0,6.4734,3530.4013,"IS->RO"
"IT->RO",0,2.3191,1026.957,"IT->RO"
"JP->RO",0,7.4119,8670.6156,"JP->RO"
"KH->RO",0,9.2415,8251.029,"KH->RO"
"KR->RO",0,7.9463,8187.8969,"KR->RO"
"LA->RO",0,8.9015,7693.0161,"LA->RO"
"LK->RO",0,7.4656,6800.2048,"LK->RO"
"LV->RO",0,5.8462,1279.2353,"LV->RO"
"MD->RO",0,3.2653,394.5484,"MD->RO"
"MM->RO",0,8.8265,7015.7619,"MM->RO"
"MY->RO",0,8.2673,9184.6537,"MY->RO"
"NL->RO",0,3.9967,1569.2447,"NL->RO"
"NO->RO",0,6.2885,2143.96,"NO->RO"
"NP->RO",0,8.7144,5652.5373,"NP->RO"
"NZ->RO",0,9.5081,17496.0442,"NZ->RO"
"PE->RO",0,7.7281,11507.5847,"PE->RO"
"PH->RO",0,9.3039,9846.7013,"PH->RO"
"PT->RO",0,5.9041,3414.8835,"PT->RO"
"PY->RO",0,8.4473,11379.9362,"PY->RO"
"RS->RO",0,5.9655,344.9657,"RS->RO"
"SE->RO",0,5.9518,1688.7761,"SE->RO"
"SG->RO",0,7.5432,9098.0298,"SG->RO"
"TH->RO",0,7.2585,7892.4509,"TH->RO"
"TW->RO",0,9.3932,8606.7082,"TW->RO"
"UA->RO",0,5.9896,657.5644,"UA->RO"
"US->RO",1,6.1563,8965.4436,"US->RO"
"UY->RO",0,8.1566,11985.7497,"UY->RO"
"VE->RO",0,6.9026,9261.5897,"VE->RO"
"VN->RO",0,7.84,8281.8478,"VN->RO"
"AL->RS",0,3.3904,265.1395,"AL->RS"
"AR->RS",0,8.1724,12567.0546,"AR->RS"
"AT->RS",0,3.4588,662.6329,"AT->RS"
"AU->RS",0,9.1532,14653.4363,"AU->RS"
"BD->RS",0,8.4352,6699.8577,"BD->RS"
"BG->RS",0,5.3547,460.5883,"BG->RS"
"BO->RS",0,8.6181,11047.368,"BO->RS"
"BR->RS",0,6.7143,9545.9128,"BR->RS"
"BY->RS",0,5.7503,1252.9245,"BY->RS"
"CA->RS",0,6.993,8018.5888,"CA->RS"
"CH->RS",0,3.1008,1067.1132,"CH->RS"
"CL->RS",0,8.6688,12579.0766,"CL->RS"
"CN->RS",1,7.1877,7749.4803,"CN->RS"
"CO->RS",0,7.739,9894.1991,"CO->RS"
"DE->RS",0,2.9622,1160.1605,"DE->RS"
"DK->RS",0,4.8632,1574.2937,"DK->RS"
"EC->RS",0,7.8144,10929.7906,"EC->RS"
"ES->RS",0,5.0221,2233.3566,"ES->RS"
"FI->RS",0,5.8175,2143.066,"FI->RS"
"FJ->RS",0,8.427,16405.9138,"FJ->RS"
"FR->RS",0,4.0187,1387.7879,"FR->RS"
"GB->RS",0,3.9395,1979.4852,"GB->RS"
"GF->RS",0,5.7076,8280.9316,"GF->RS"
"GR->RS",0,4.7116,727.4855,"GR->RS"
"HK->RS",0,8.0863,8566.8874,"HK->RS"
"ID->RS",0,9.3249,10512.0834,"ID->RS"
"IN->RS",0,6.6718,5958.9082,"IN->RS"
"IS->RS",0,6.3703,3515.5275,"IS->RS"
"IT->RS",0,3.8883,710.0321,"IT->RS"
"JP->RS",0,7.642,9013.0398,"JP->RS"
"KH->RS",0,9.2003,8548.4311,"KH->RS"
"KR->RS",0,7.9051,8532.6326,"KR->RS"
"LA->RS",0,8.8603,7999.2336,"LA->RS"
"LK->RS",0,7.4244,7009.234,"LK->RS"
"LV->RS",0,5.805,1488.9078,"LV->RS"
"MD->RS",0,6.5475,738.6437,"MD->RS"
"MM->RS",0,8.7853,7314.3116,"MM->RS"
"MY->RS",0,8.1908,9471.6615,"MY->RS"
"NL->RS",0,5.3842,1460.5628,"NL->RS"
"NO->RS",0,6.2473,2250.6015,"NO->RS"
"NP->RS",0,8.6732,5950.2733,"NP->RS"
"NZ->RS",0,8.9943,17777.6236,"NZ->RS"
"PE->RS",0,7.9021,11214.5491,"PE->RS"
"PH->RS",0,9.5999,10172.4341,"PH->RS"
"PT->RS",0,5.8628,3128.4989,"PT->RS"
"PY->RS",0,8.5585,11039.1121,"PY->RS"
"RO->RS",0,5.9655,344.9657,"RO->RS"
"SE->RS",0,4.9324,1822.4268,"SE->RS"
"SG->RS",0,7.502,9366.7887,"SG->RS"
"TH->RS",0,7.2173,8183.7204,"TH->RS"
"TW->RS",0,9.0304,8945.1363,"TW->RS"
"UA->RS",0,6.2173,1002.0944,"UA->RS"
"US->RS",0,5.6426,8899.9554,"US->RS"
"UY->RS",0,8.9977,11640.7966,"UY->RS"
"VE->RS",0,7.3286,8998.0272,"VE->RS"
"VN->RS",0,8.5146,8591.5389,"VN->RS"
"AL->SE",0,5.8993,2065.6746,"AL->SE"
"AR->SE",0,7.0163,13217.5209,"AR->SE"
"AT->SE",0,4.8548,1385.726,"AT->SE"
"AU->SE",0,8.1254,14681.257,"AU->SE"
"BD->SE",0,7.2859,6907.3527,"BD->SE"
"BG->SE",0,5.341,2007.1192,"BG->SE"
"BO->SE",0,7.5903,11243.2846,"BO->SE"
"BR->SE",0,6.7006,10177.2286,"BR->SE"
"BY->SE",0,5.7366,961.0055,"BY->SE"
"CA->SE",0,5.9652,6478.5001,"CA->SE"
"CH->SE",0,4.608,1563.4151,"CH->SE"
"CL->SE",0,7.5127,12985.2209,"CL->SE"
"CN->SE",0,6.2733,7303.1475,"CN->SE"
"CO->SE",0,6.7112,9366.4174,"CO->SE"
"DE->SE",0,2.9484,1074.1998,"DE->SE"
"DK->SE",0,2.5854,550.9409,"DK->SE"
"EC->SE",0,6.7865,10494.6587,"EC->SE"
"ES->SE",0,3.866,2863.8652,"ES->SE"
"FI->SE",0,2.3228,533.8285,"FI->SE"
"FJ->SE",0,7.3992,15088.2586,"FJ->SE"
"FR->SE",0,3.6055,1829.579,"FR->SE"
"GB->SE",0,2.7902,1393.0065,"GB->SE"
"GF->SE",0,5.2944,8385.8761,"GF->SE"
"GR->SE",0,5.1149,2499.4088,"GR->SE"
"HK->SE",1,6.9486,8273.5353,"HK->SE"
"ID->SE",0,8.1515,10727.4793,"ID->SE"
"IN->SE",0,6.1614,6534.496,"IN->SE"
"IS->SE",0,3.6644,2065.2314,"IS->SE"
"IT->SE",0,4.2366,1946.9266,"IT->SE"
"JP->SE",0,7.0731,8014.3214,"JP->SE"
"KH->SE",1,7.1669,8686.4216,"KH->SE"
"KR->SE",0,7.8914,7683.3187,"KR->SE"
"LA->SE",0,6.8269,8065.0201,"LA->SE"
"LK->SE",0,6.8572,7854.5828,"LK->SE"
"LV->SE",0,3.4178,541.761,"LV->SE"
"MD->SE",0,6.5338,1650.9916,"MD->SE"
"MM->SE",0,6.7519,7490.5413,"MM->SE"
"MY->SE",0,6.1301,9676.4419,"MY->SE"
"NL->SE",0,3.6988,1161.1016,"NL->SE"
"NO->SE",0,2.7364,471.7127,"NO->SE"
"NP->SE",0,7.9681,6200.1305,"NP->SE"
"NZ->SE",0,7.9665,17410.1145,"NZ->SE"
"PE->SE",0,6.8742,11042.8145,"PE->SE"
"PH->SE",1,8.5721,9899.0238,"PH->SE"
"PT->SE",0,5.2365,3364.002,"PT->SE"
"PY->SE",0,8.5448,11584.3492,"PY->SE"
"RO->SE",0,5.9518,1688.7761,"RO->SE"
"RS->SE",0,4.9324,1822.4268,"RS->SE"
"SG->SE",1,6.7074,9733.4909,"SG->SE"
"TH->SE",0,5.1839,8396.1381,"TH->SE"
"TW->SE",0,8.0025,8470.3441,"TW->SE"
"UA->SE",0,6.0314,1653.6966,"UA->SE"
"US->SE",0,4.6147,7499.3282,"US->SE"
"UY->SE",0,8.3649,12411.0709,"UY->SE"
"VE->SE",0,6.8813,8646.7964,"VE->SE"
"VN->SE",0,7.9834,8593.8471,"VN->SE"
"AL->SG",0,8.0083,9431.7039,"AL->SG"
"AR->SG",0,8.8441,15769.9609,"AR->SG"
"AT->SG",0,6.3182,9886.3602,"AT->SG"
"AU->SG",1,2.1994,5293.6127,"AU->SG"
"BD->SG",1,3.7582,2828.6678,"BD->SG"
"BG->SG",0,6.9323,8909.0953,"BG->SG"
"BO->SG",0,8.6855,17938.4178,"BO->SG"
"BR->SG",0,8.2072,16413.5075,"BR->SG"
"BY->SG",0,7.3279,8972.3754,"BY->SG"
"CA->SG",0,7.0605,14076.6371,"CA->SG"
"CH->SG",0,5.3894,10370.8393,"CH->SG"
"CL->SG",0,8.1029,16505.3918,"CL->SG"
"CN->SG",3,2.9515,3456.2374,"CN->SG"
"CO->SG",0,7.8065,18991.5341,"CO->SG"
"DE->SG",0,4.5398,10190.7536,"DE->SG"
"DK->SG",0,6.1508,10111.4149,"DK->SG"
"EC->SG",0,7.8818,19674.9155,"EC->SG"
"ES->SG",0,5.8874,11557.7048,"ES->SG"
"FI->SG",0,7.2592,9342.334,"FI->SG"
"FJ->SG",0,4.0545,8309.928,"FJ->SG"
"FR->SG",0,4.9949,10731.2255,"FR->SG"
"GB->SG",1,3.9171,10975.3513,"GB->SG"
"GF->SG",0,6.6838,17304.1893,"GF->SG"
"GR->SG",0,6.0052,8941.0669,"GR->SG"
"HK->SG",2,3.1654,2563.7853,"HK->SG"
"ID->SG",0,1.823,1206.5995,"ID->SG"
"IN->SG",2,2.9879,3414.0246,"IN->SG"
"IS->SG",0,6.3479,11554.3325,"IS->SG"
"IT->SG",0,6.3455,10065.0605,"IT->SG"
"JP->SG",1,3.4011,5043.363,"JP->SG"
"KH->SG",0,3.5086,1237.0706,"KH->SG"
"KR->SG",1,3.9377,4545.0388,"KR->SG"
"LA->SG",0,4.1758,1854.6661,"LA->SG"
"LK->SG",0,3.1638,2748.9946,"LK->SG"
"LV->SG",0,6.723,9278.4915,"LV->SG"
"MD->SG",0,8.1252,8769.1657,"MD->SG"
"MM->SG",0,2.8418,2266.9817,"MM->SG"
"MY->SG",0,2.4686,574.4626,"MY->SG"
"NL->SG",1,5.0241,10502.5661,"NL->SG"
"NO->SG",0,6.588,10035.5934,"NO->SG"
"NP->SG",0,4.9893,3536.7163,"NP->SG"
"NZ->SG",1,3.5204,8411.2238,"NZ->SG"
"PE->SG",0,7.9695,19065.2037,"PE->SG"
"PH->SG",0,2.9933,2309.1788,"PH->SG"
"PT->SG",0,6.3635,12490.0732,"PT->SG"
"PY->SG",0,10.0514,16706.0701,"PY->SG"
"RO->SG",0,7.5432,9098.0298,"RO->SG"
"RS->SG",0,7.502,9366.7887,"RS->SG"
"SE->SG",0,6.7074,9733.4909,"SE->SG"
"TH->SG",1,2.5328,1382.8485,"TH->SG"
"TW->SG",0,3.9606,3069.6355,"TW->SG"
"UA->SG",0,7.7949,8563.9964,"UA->SG"
"US->SG",1,5.71,15191.7833,"US->SG"
"UY->SG",0,10.2296,15728.7755,"UY->SG"
"VE->SG",0,7.9766,18355.1586,"VE->SG"
"VN->SG",0,3.0837,1598.1206,"VN->SG"
"AL->TH",0,6.8381,8278.5293,"AL->TH"
"AR->TH",0,8.5517,16917.6461,"AR->TH"
"AT->TH",0,5.0652,8656.2744,"AT->TH"
"AU->TH",4,3.3362,6482.1362,"AU->TH"
"BD->TH",3,3.2535,1504.2055,"BD->TH"
"BG->TH",1,6.6477,7735.1535,"BG->TH"
"BO->TH",0,8.3685,18501.5573,"BO->TH"
"BR->TH",1,7.8902,16497.998,"BR->TH"
"BY->TH",0,7.0433,7676.0257,"BY->TH"
"CA->TH",0,6.7435,12878.1441,"CA->TH"
"CH->TH",0,5.0638,9143.3473,"CH->TH"
"CL->TH",0,8.5776,17715.4897,"CL->TH"
"CN->TH",3,3.1441,2331.9076,"CN->TH"
"CO->TH",0,7.4895,17621.6862,"CO->TH"
"DE->TH",0,4.2552,8921.5698,"DE->TH"
"DK->TH",0,4.6975,8798.2439,"DK->TH"
"EC->TH",0,7.5648,18729.8728,"EC->TH"
"ES->TH",0,6.287,10410.3347,"ES->TH"
"FI->TH",0,4.7265,7987.2564,"FI->TH"
"FJ->TH",0,5.1913,9113.7516,"FJ->TH"
"FR->TH",0,5.0859,9512.7639,"FR->TH"
"GB->TH",0,4.3167,9676.4664,"GB->TH"
"GF->TH",0,6.7748,16415.0091,"GF->TH"
"GR->TH",0,5.8013,7834.6747,"GR->TH"
"HK->TH",3,2.7019,1725.6561,"HK->TH"
"ID->TH",0,4.0353,2354.0289,"ID->TH"
"IN->TH",0,3.3673,2380.4882,"IN->TH"
"IS->TH",0,6.7475,10178.1197,"IS->TH"
"IT->TH",0,5.1754,8892.1464,"IT->TH"
"JP->TH",0,2.9346,4311.808,"JP->TH"
"KH->TH",0,1.983,417.6,"KH->TH"
"KR->TH",1,3.2651,3690.9943,"KR->TH"
"LA->TH",0,1.643,558.997,"LA->TH"
"LK->TH",0,3.573,2364.9716,"LK->TH"
"LV->TH",0,7.098,7960.0769,"LV->TH"
"MD->TH",0,7.8306,7542.1649,"MD->TH"
"MM->TH",0,1.568,905.741,"MM->TH"
"MY->TH",2,2.8918,1297.8976,"MY->TH"
"NL->TH",1,4.6978,9223.6846,"NL->TH"
"NO->TH",0,6.8148,8679.9392,"NO->TH"
"NP->TH",0,2.7842,2245.9901,"NP->TH"
"NZ->TH",2,4.6863,9603.6503,"NZ->TH"
"PE->TH",0,7.6525,19396.2661,"PE->TH"
"PH->TH",0,3.5312,2442.4097,"PH->TH"
"PT->TH",0,6.7631,11307.295,"PT->TH"
"PY->TH",0,9.7344,17374.0133,"PY->TH"
"RO->TH",0,7.2585,7892.4509,"RO->TH"
"RS->TH",0,7.2173,8183.7204,"RS->TH"
"SE->TH",0,5.1839,8396.1381,"SE->TH"
"SG->TH",2,2.5328,1382.8485,"SG->TH"
"TW->TH",0,3.0854,2400.1925,"TW->TH"
"UA->TH",0,5.6591,7321.1141,"UA->TH"
"US->TH",1,5.393,14056.3847,"US->TH"
"UY->TH",0,9.9372,16626.3099,"UY->TH"
"VE->TH",0,7.6596,17042.2103,"VE->TH"
"VN->TH",0,2.7995,779.1554,"VN->TH"
"AL->TW",0,8.94,9121.8422,"AL->TW"
"AR->TW",1,6.5465,18311.8447,"AR->TW"
"AT->TW",0,6.9001,9218.0863,"AT->TW"
"AU->TW",0,4.9371,6249.8473,"AU->TW"
"BD->TW",0,5.9865,2963.1066,"BD->TW"
"BG->TW",0,8.7823,8564.2503,"BG->TW"
"BO->TW",0,6.3633,19028.0248,"BO->TW"
"BR->TW",0,5.885,18447.6325,"BR->TW"
"BY->TW",0,9.1779,8047.7868,"BY->TW"
"CA->TW",0,4.7383,11121.5801,"CA->TW"
"CH->TW",0,7.3379,9672.7395,"CH->TW"
"CL->TW",0,6.5723,18517.1736,"CL->TW"
"CN->TW",6,3.5591,1198.0145,"CN->TW"
"CO->TW",0,5.4843,16090.7058,"CO->TW"
"DE->TW",0,6.3898,9307.2482,"DE->TW"
"DK->TW",0,7.6912,8984.426,"DK->TW"
"EC->TW",0,5.5596,16778.7243,"EC->TW"
"ES->TW",0,7.9055,11088.9626,"ES->TW"
"FI->TW",0,7.2149,7961.2719,"FI->TW"
"FJ->TW",0,6.1722,7718.1826,"FJ->TW"
"FR->TW",0,6.4767,10042.7345,"FR->TW"
"GB->TW",0,5.9353,9862.9402,"GB->TW"
"GF->TW",0,8.1655,16740.3981,"GF->TW"
"GR->TW",0,8.2705,8844.0565,"GR->TW"
"HK->TW",0,1.8154,697.9277,"HK->TW"
"ID->TW",0,3.6309,3103.9902,"ID->TW"
"IN->TW",0,6.0664,4220.0465,"IN->TW"
"IS->TW",0,5.8454,9739.7465,"IS->TW"
"IT->TW",0,7.2773,9624.178,"IT->TW"
"JP->TW",1,2.3898,1981.4904,"JP->TW"
"KH->TW",0,3.7393,2122.9175,"KH->TW"
"KR->TW",1,3.35,1496.0245,"KR->TW"
"LA->TW",0,3.6314,1973.312,"LA->TW"
"LK->TW",0,6.6584,4708.5109,"LK->TW"
"LV->TW",0,8.7411,8189.6322,"LV->TW"
"MD->TW",0,9.9752,8214.116,"MD->TW"
"MM->TW",0,4.0972,2557.6002,"MM->TW"
"MY->TW",0,3.8461,2536.4202,"MY->TW"
"NL->TW",0,6.5083,9541.5695,"NL->TW"
"NO->TW",0,8.6062,8590.9335,"NO->TW"
"NP->TW",0,5.8696,3534.5037,"NP->TW"
"NZ->TW",0,5.7306,9063.8426,"NZ->TW"
"PE->TW",0,5.6473,17766.1042,"PE->TW"
"PH->TW",0,3.6103,1520.9992,"PH->TW"
"PT->TW",0,7.9716,11797.8327,"PT->TW"
"PY->TW",0,7.7292,19768.7405,"PY->TW"
"RO->TW",0,9.3932,8606.7082,"RO->TW"
"RS->TW",0,9.0304,8945.1363,"RS->TW"
"SE->TW",0,8.0025,8470.3441,"SE->TW"
"SG->TW",0,3.9606,3069.6355,"SG->TW"
"TH->TW",0,3.0854,2400.1925,"TH->TW"
"UA->TW",0,8.441,7955.2054,"UA->TW"
"US->TW",1,3.3878,12165.4126,"US->TW"
"UY->TW",0,7.932,18734.3326,"UY->TW"
"VE->TW",0,5.6544,16176.6038,"VE->TW"
"VN->TW",0,2.6127,1658.6436,"VN->TW"
"AL->UA",0,6.0268,1218.1534,"AL->UA"
"AR->UA",0,8.2119,13569.0019,"AR->UA"
"AT->UA",0,3.4237,1336.5757,"AT->UA"
"AU->UA",1,8.5639,13801.2726,"AU->UA"
"BD->UA",2,7.8646,5821.3412,"BD->UA"
"BG->UA",0,5.5845,733.4318,"BG->UA"
"BO->UA",0,8.0288,11999.7249,"BO->UA"
"BR->UA",0,7.0073,10543.4605,"BR->UA"
"BY->UA",0,4.6711,709.513,"BY->UA"
"CA->UA",0,6.1678,8131.8982,"CA->UA"
"CH->UA",0,5.1708,1823.3448,"CH->UA"
"CL->UA",0,8.2378,13568.0604,"CL->UA"
"CN->UA",0,5.9913,6758.0377,"CN->UA"
"CO->UA",0,7.1497,10630.7933,"CO->UA"
"DE->UA",0,3.2551,1639.9843,"DE->UA"
"DK->UA",0,6.2333,1730.3883,"DK->UA"
"EC->UA",0,7.225,11710.8362,"EC->UA"
"ES->UA",0,5.2488,3167.651,"ES->UA"
"FI->UA",0,5.8964,1710.9994,"FI->UA"
"FJ->UA",0,7.8377,15424.3043,"FJ->UA"
"FR->UA",0,4.3682,2195.6379,"FR->UA"
"GB->UA",0,4.3656,2472.1854,"GB->UA"
"GF->UA",0,6.057,9196.7178,"GF->UA"
"GR->UA",0,5.185,1238.9054,"GR->UA"
"HK->UA",0,7.8637,7596.6201,"HK->UA"
"ID->UA",0,9.6179,9670.4293,"ID->UA"
"IN->UA",0,5.8368,5199.4972,"IN->UA"
"IS->UA",0,6.7251,3679.776,"IS->UA"
"IT->UA",0,4.3641,1669.6418,"IT->UA"
"JP->UA",0,7.1971,8024.4515,"JP->UA"
"KH->UA",0,7.6421,7667.9411,"KH->UA"
"KR->UA",0,6.6616,7533.6511,"KR->UA"
"LA->UA",0,7.3021,7095.3103,"LA->UA"
"LK->UA",0,7.7174,6387.6915,"LK->UA"
"LV->UA",0,3.8299,1128.2949,"LV->UA"
"MD->UA",0,4.5774,263.6253,"MD->UA"
"MM->UA",0,7.2272,6433.2479,"MM->UA"
"MY->UA",0,8.2676,8617.9822,"MY->UA"
"NL->UA",0,4.3508,1963.0606,"NL->UA"
"NO->UA",0,6.5402,2123.5282,"NO->UA"
"NP->UA",0,7.8382,5075.3377,"NP->UA"
"NZ->UA",0,8.405,16907.8396,"NZ->UA"
"PE->UA",0,7.3127,12083.458,"PE->UA"
"PH->UA",0,9.0106,9213.7367,"PH->UA"
"PT->UA",0,5.379,4002.2713,"PT->UA"
"PY->UA",0,8.8515,12034.5236,"PY->UA"
"RO->UA",1,5.9896,657.5644,"RO->UA"
"RS->UA",0,6.2173,1002.0944,"RS->UA"
"SE->UA",0,6.0314,1653.6966,"SE->UA"
"SG->UA",0,7.7949,8563.9964,"SG->UA"
"TH->UA",0,5.6591,7321.1141,"TH->UA"
"TW->UA",0,8.441,7955.2054,"TW->UA"
"US->UA",0,5.0533,9137.8425,"US->UA"
"UY->UA",0,9.2907,12642.3412,"UY->UA"
"VE->UA",0,7.3199,9791.2871,"VE->UA"
"VN->UA",0,7.1674,7677.1184,"VN->UA"
"AL->US",0,5.5522,9019.2141,"AL->US"
"AR->US",7,3.1587,9044.1375,"AR->US"
"AT->US",1,5.062,8237.7816,"AT->US"
"AU->US",8,3.5106,14522.9041,"AU->US"
"BD->US",1,7.0432,13114.5623,"BD->US"
"BG->US",0,5.5455,9281.6646,"BG->US"
"BO->US",0,2.9755,6891.1664,"BO->US"
"BR->US",5,2.4972,7907.258,"BR->US"
"BY->US",0,5.9411,8460.1767,"BY->US"
"CA->US",1,1.3505,1229.1707,"CA->US"
"CH->US",0,3.9501,7904.6031,"CH->US"
"CL->US",0,3.1845,8264.7967,"CL->US"
"CN->US",7,4.1717,11767.1552,"CN->US"
"CO->US",0,2.0965,3927.1906,"CO->US"
"DE->US",0,3.153,7743.2905,"DE->US"
"DK->US",0,4.3034,7442.7656,"DK->US"
"EC->US",0,2.1718,4743.8907,"EC->US"
"ES->US",0,4.5177,7580.829,"ES->US"
"FI->US",0,5.1081,7608.8623,"FI->US"
"FJ->US",0,2.7845,10951.9073,"FJ->US"
"FR->US",1,3.2663,7708.1687,"FR->US"
"GB->US",5,2.5475,6928.3089,"GB->US"
"GF->US",0,4.9552,5727.4302,"GF->US"
"GR->US",0,4.8827,9608.3859,"GR->US"
"HK->US",6,3.9945,12628.5264,"HK->US"
"ID->US",0,5.963,15128.7916,"ID->US"
"IN->US",3,5.5792,13468.2998,"IN->US"
"IS->US",0,2.4577,5460.8496,"IS->US"
"IT->US",0,3.8895,8458.8129,"IT->US"
"JP->US",4,2.4584,10244.2023,"JP->US"
"KH->US",0,7.1271,14023.1155,"KH->US"
"KR->US",0,3.3266,10671.3432,"KR->US"
"LA->US",0,7.0192,13500.4777,"LA->US"
"LK->US",0,6.6144,14965.391,"LK->US"
"LV->US",0,5.3533,8040.0793,"LV->US"
"MD->US",0,6.7384,9081.0653,"MD->US"
"MM->US",0,6.961,13425.8379,"MM->US"
"MY->US",2,6.4641,14694.8092,"MY->US"
"NL->US",1,3.1205,7439.9102,"NL->US"
"NO->US",0,5.2184,7041.8415,"NO->US"
